College Code,College Name,Branch Code,Branch Name,OC,BC,BCM,MBC,SC,SCA,ST
2708,"Hindusthan College of Engineering and Technology (Autonomous), Coimbatore.",MZ,Mechatronics Engineering,144,127.5,130.5,120.5,,,
2709,"Government College of Engineering, Erode.",AU,AUTOMOBILE ENGINEERING,145.5,134.5,132.5,133,104,118,
2709,"Government College of Engineering, Erode.",CE,CIVIL ENGINEERING,153,145.5,151,145,135,139,
2709,"Government College of Engineering, Erode.",CS,COMPUTER SCIENCE AND ENGINEERING,188,179.5,181.205,180.605,163,161.615,
2709,"Government College of Engineering, Erode.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,179,173,179,174,152.5,,138.5
2709,"Government College of Engineering, Erode.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,175.5,167,173,166,147,161.065,154.5
2709,"Government College of Engineering, Erode.",IT,INFORMATION TECHNOLOGY,187,179,177,180,164.5,169,157
2709,"Government College of Engineering, Erode.",ME,MECHANICAL ENGINEERING,160,151.5,141,147,132,137.5,
2710,"Karpagam College of Engineering (Autonomous), Coimbatore.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,186.5,183,174,176.5,151,154.5,
2710,"Karpagam College of Engineering (Autonomous), Coimbatore.",CD,COMPUTER SCIENCE AND DESIGN,175,171,157.5,164,126.5,131,
2710,"Karpagam College of Engineering (Autonomous), Coimbatore.",CE,CIVIL ENGINEERING,144,132.5,122,132,,116,
2710,"Karpagam College of Engineering (Autonomous), Coimbatore.",CS,COMPUTER SCIENCE AND ENGINEERING,187,184,176,176.5,141.5,144.5,134
2710,"Karpagam College of Engineering (Autonomous), Coimbatore.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,182.5,174.095,156.5,167.5,126.5,141.5,159
2710,"Karpagam College of Engineering (Autonomous), Coimbatore.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,167.5,162.5,161.5,148.5,101,131.5,
2710,"Karpagam College of Engineering (Autonomous), Coimbatore.",ET,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,170.5,163,154,157.5,132.5,149,
2710,"Karpagam College of Engineering (Autonomous), Coimbatore.",IT,INFORMATION TECHNOLOGY,183.5,177.5,174.5,176,142,123.5,
2710,"Karpagam College of Engineering (Autonomous), Coimbatore.",ME,MECHANICAL ENGINEERING,152,141,150,133.5,109.5,,
2710,"Karpagam College of Engineering (Autonomous), Coimbatore.",SC,Computer Science and Engineering (Cyber Security),181.5,172.5,163.5,171.5,145,158.5,123.5
2710,"Karpagam College of Engineering (Autonomous), Coimbatore.",TS,Computer Science and Technology,175.5,172.5,163.5,166,135,130.5,123
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,180.5,174.5,170,168.5,129.5,128.5,
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode.",AL,Artificial Intelligence and Machine Learning,175.5,173.5,163.5,164.5,120.5,,
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode.",AU,AUTOMOBILE ENGINEERING,147,136.5,,136.5,,,
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode.",CD,COMPUTER SCIENCE AND DESIGN,174,170,161.5,162,102.5,,96.5
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode.",CE,CIVIL ENGINEERING,153,143,135.5,126.5,,,
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode.",CH,CHEMICAL ENGINEERING,155,142.5,151.5,137.5,,,
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode.",CS,COMPUTER SCIENCE AND ENGINEERING,187,179.5,173,176,134,141,
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180.5,174.5,166,168.5,118.5,,
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,172.5,167,163,159,,,
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode.",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,169,161.5,159,148.5,,,
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode.",FD,FOOD TECHNOLOGY,166.5,148.5,142,124,,,
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode.",IT,INFORMATION TECHNOLOGY,182,177,166,171.5,121,122,134.5
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode.",ME,MECHANICAL ENGINEERING,161.5,151,144,143,,,
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode.",MZ,Mechatronics Engineering,157.5,150,156,142.5,,,
2712,"Kumaraguru College of Technology (Autonomous), Coimbatore.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,193.5,191,192,187.76,176.5,168.5,
2712,"Kumaraguru College of Technology (Autonomous), Coimbatore.",AE,AERONAUTICAL ENGINEERING,183.5,172,183.5,165.5,152.5,146.5,
2712,"Kumaraguru College of Technology (Autonomous), Coimbatore.",AU,AUTOMOBILE ENGINEERING,166.5,162.5,155.5,153.5,135.5,121.5,
2712,"Kumaraguru College of Technology (Autonomous), Coimbatore.",BT,BIO TECHNOLOGY,183,177,179.5,172.9,151.5,106,
2712,"Kumaraguru College of Technology (Autonomous), Coimbatore.",CE,CIVIL ENGINEERING,169,162,161,156.5,133.5,125.5,116
2712,"Kumaraguru College of Technology (Autonomous), Coimbatore.",CS,COMPUTER SCIENCE AND ENGINEERING,195,192.5,191,190.5,173.5,162.5,168
2712,"Kumaraguru College of Technology (Autonomous), Coimbatore.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,192,190,186,187.5,161,139.5,170.5
2712,"Kumaraguru College of Technology (Autonomous), Coimbatore.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,188.5,186,185.5,180.5,159,141.5,129
2712,"Kumaraguru College of Technology (Autonomous), Coimbatore.",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,187.5,182.5,175.5,172,141,,119
2712,"Kumaraguru College of Technology (Autonomous), Coimbatore.",FT,FASHION TECHNOLOGY,163.5,150,148,147,107,,
2712,"Kumaraguru College of Technology (Autonomous), Coimbatore.",IT,INFORMATION TECHNOLOGY,193.5,191.5,186.81,188.5,166.5,146.5,165
2712,"Kumaraguru College of Technology (Autonomous), Coimbatore.",ME,MECHANICAL ENGINEERING,175,170.5,156.5,163,141,147.5,123.5
2712,"Kumaraguru College of Technology (Autonomous), Coimbatore.",MZ,Mechatronics Engineering,180.5,174,180.5,169.5,141.5,104.5,
2712,"Kumaraguru College of Technology (Autonomous), Coimbatore.",TX,TEXTILE TECHNOLOGY,160.5,148,141.5,136.5,,,
2715,"Nandha Engineering College (Autonomous), Erode.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,164,150.5,147.5,141,,144,
2715,"Nandha Engineering College (Autonomous), Erode.",AG,AGRICULTURAL ENGINEERING,129.5,121,105.5,109,,,
2715,"Nandha Engineering College (Autonomous), Erode.",BM,BIO MEDICAL ENGINEERING,143,130.5,105,120,121,111,
2715,"Nandha Engineering College (Autonomous), Erode.",CE,CIVIL ENGINEERING,111,,90,98,,,
2715,"Nandha Engineering College (Autonomous), Erode.",CH,CHEMICAL ENGINEERING,135.5,126,118,121,92,,
2715,"Nandha Engineering College (Autonomous), Erode.",CI,Computer Science and Engineering (Internet of Things),146.5,139.5,131.5,132.5,,,
2715,"Nandha Engineering College (Autonomous), Erode.",CS,COMPUTER SCIENCE AND ENGINEERING,155.5,141.5,125.5,137,,,
2715,"Nandha Engineering College (Autonomous), Erode.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,152,140,90,135,,,
2715,"Nandha Engineering College (Autonomous), Erode.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,143.5,135,119.5,124,,115.5,
2715,"Nandha Engineering College (Autonomous), Erode.",IT,INFORMATION TECHNOLOGY,149,139,134.5,134.5,,117,
2715,"Nandha Engineering College (Autonomous), Erode.",ME,MECHANICAL ENGINEERING,122,86.5,100.5,105.5,,101,
2715,"Nandha Engineering College (Autonomous), Erode.",SC,Computer Science and Engineering (Cyber Security),148,141.5,124,134,,106.5,
2718,"Sri Krishna College of Enginering and Technology (Autonomous), Coimbatore.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,191,188,188,186,162,143.5,132
2718,"Sri Krishna College of Enginering and Technology (Autonomous), Coimbatore.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,187,185.5,183.5,182.5,142.5,125,
2718,"Sri Krishna College of Enginering and Technology (Autonomous), Coimbatore.",CD,COMPUTER SCIENCE AND DESIGN,185.5,183.5,181.5,180,140.5,131.5,
2718,"Sri Krishna College of Enginering and Technology (Autonomous), Coimbatore.",CE,CIVIL ENGINEERING,163,153,159,145.5,129.5,126,143
2718,"Sri Krishna College of Enginering and Technology (Autonomous), Coimbatore.",CJ,M.Tech. Computer Science and Engineering (Integrated 5 years),184.5,181.5,,176,149.5,136,
2718,"Sri Krishna College of Enginering and Technology (Autonomous), Coimbatore.",CS,COMPUTER SCIENCE AND ENGINEERING,192.5,190,188.5,187,157,152.5,135.5
2718,"Sri Krishna College of Enginering and Technology (Autonomous), Coimbatore.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,189.5,186.5,183.5,182.5,153,134.5,117
2718,"Sri Krishna College of Enginering and Technology (Autonomous), Coimbatore.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,184.5,180.5,179,173,136,131,
2718,"Sri Krishna College of Enginering and Technology (Autonomous), Coimbatore.",IT,INFORMATION TECHNOLOGY,189,187,182,184.205,144.5,133.5,141
2718,"Sri Krishna College of Enginering and Technology (Autonomous), Coimbatore.",ME,MECHANICAL ENGINEERING,169,163.5,160.5,154.5,129,128,138
2718,"Sri Krishna College of Enginering and Technology (Autonomous), Coimbatore.",MZ,Mechatronics Engineering,172,166.5,161,159,121.5,115,
2718,"Sri Krishna College of Enginering and Technology (Autonomous), Coimbatore.",SC,Computer Science and Engineering (Cyber Security),187.5,186,183.5,181.5,146.5,137.5,121
2719,"Sri Ramakrishna Engineering College (Autonomous),Coimbatore.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,181,176,173,172,143,151,
2719,"Sri Ramakrishna Engineering College (Autonomous),Coimbatore.",AE,AERONAUTICAL ENGINEERING,163.5,150.5,,146.5,119.5,,
2719,"Sri Ramakrishna Engineering College (Autonomous),Coimbatore.",BM,BIO MEDICAL ENGINEERING,160.5,152.5,149,137,121.5,94,
2719,"Sri Ramakrishna Engineering College (Autonomous),Coimbatore.",CE,CIVIL ENGINEERING,138.5,129.5,,118.5,,108.5,
2719,"Sri Ramakrishna Engineering College (Autonomous),Coimbatore.",CJ,M.Tech. Computer Science and Engineering (Integrated 5 years),172,164,160,161.5,112,,
2719,"Sri Ramakrishna Engineering College (Autonomous),Coimbatore.",CS,COMPUTER SCIENCE AND ENGINEERING,183,175,175.5,172.5,142,119,144.5
2719,"Sri Ramakrishna Engineering College (Autonomous),Coimbatore.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,175.5,171.5,167,164,130.5,126.5,
2719,"Sri Ramakrishna Engineering College (Autonomous),Coimbatore.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,170,163,152,159,118,90.5,
2719,"Sri Ramakrishna Engineering College (Autonomous),Coimbatore.",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,167,160.5,164.5,146.5,123.5,108,
2719,"Sri Ramakrishna Engineering College (Autonomous),Coimbatore.",IT,INFORMATION TECHNOLOGY,179.5,174,173.5,168.5,130.5,118,
2719,"Sri Ramakrishna Engineering College (Autonomous),Coimbatore.",ME,MECHANICAL ENGINEERING,157.5,146.5,149.5,134,99,,
2719,"Sri Ramakrishna Engineering College (Autonomous),Coimbatore.",RM,ROBOTICS AND AUTOMATION,164,157.3333333,154,156.5,100.5,,
2722,"Sri Krishna College of Technology (Autonomous), Coimbatore.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,185,177.5,171,176,145.5,135.5,119.5
2722,"Sri Krishna College of Technology (Autonomous), Coimbatore.",AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),183.5,177,174.5,172.5,140,130.5,
2722,"Sri Krishna College of Technology (Autonomous), Coimbatore.",CE,CIVIL ENGINEERING,147.5,142.5,146.5,132,109.5,108.5,
2722,"Sri Krishna College of Technology (Autonomous), Coimbatore.",CI,Computer Science and Engineering (Internet of Things),178.5,175,170,169,139,122.5,
2722,"Sri Krishna College of Technology (Autonomous), Coimbatore.",CS,COMPUTER SCIENCE AND ENGINEERING,184.5,179.5,176,173.5,141,131.5,148.76
2722,"Sri Krishna College of Technology (Autonomous), Coimbatore.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,181,175,173,172,140,130,125
2722,"Sri Krishna College of Technology (Autonomous), Coimbatore.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,173.5,168.78,156.5,162.5,120.5,97.5,
2722,"Sri Krishna College of Technology (Autonomous), Coimbatore.",IT,INFORMATION TECHNOLOGY,181,177,175,172.5,142.5,126,
2722,"Sri Krishna College of Technology (Autonomous), Coimbatore.",ME,MECHANICAL ENGINEERING,162.5,155.5,161,144.5,109.5,,
2722,"Sri Krishna College of Technology (Autonomous), Coimbatore.",SC,Computer Science and Engineering (Cyber Security),180.5,175,173.5,171.5,140,129.5,
2723,"Velalar College of Engineering and Technology (Autonomous), Erode.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,167.5,159,163,143,122,,
2723,"Velalar College of Engineering and Technology (Autonomous), Erode.",AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),149,142.5,141.5,140.5,,,
2723,"Velalar College of Engineering and Technology (Autonomous), Erode.",BM,BIO MEDICAL ENGINEERING,146,129,103.5,126.5,102.5,93,
2723,"Velalar College of Engineering and Technology (Autonomous), Erode.",CE,CIVIL ENGINEERING,131.5,118,108,113,106.5,,
2723,"Velalar College of Engineering and Technology (Autonomous), Erode.",CS,COMPUTER SCIENCE AND ENGINEERING,167,154.5,141.5,153,,,
2723,"Velalar College of Engineering and Technology (Autonomous), Erode.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,154.5,145.5,113,137,,,
2723,"Velalar College of Engineering and Technology (Autonomous), Erode.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,149.5,138.5,,124,,102.5,
2723,"Velalar College of Engineering and Technology (Autonomous), Erode.",IT,INFORMATION TECHNOLOGY,158,147.5,134,143.5,,141,
2723,"Velalar College of Engineering and Technology (Autonomous), Erode.",MD,MEDICAL ELECTRONICS ENGINEERING,148,135,,121.5,104,124.5,
2723,"Velalar College of Engineering and Technology (Autonomous), Erode.",ME,MECHANICAL ENGINEERING,135.5,120.5,108.5,,,121.5,
2725,"Sri Ramakrishna Institute of Technology (Autonomous), Coimbatore.",CS,COMPUTER SCIENCE AND ENGINEERING,163.5,155.5,150,149,108.5,,131.5
2725,"Sri Ramakrishna Institute of Technology (Autonomous), Coimbatore.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,162.5,157,141.5,146.5,96.5,,
2725,"Sri Ramakrishna Institute of Technology (Autonomous), Coimbatore.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,153.5,150.5,,140.5,,,
2725,"Sri Ramakrishna Institute of Technology (Autonomous), Coimbatore.",IT,INFORMATION TECHNOLOGY,165,155.5,142,156,119,,
2725,"Sri Ramakrishna Institute of Technology (Autonomous), Coimbatore.",ME,MECHANICAL ENGINEERING,141,129,121,116,,,
2726,"SNS College of Technology (Autonomous), Coimbatore.",AG,AGRICULTURAL ENGINEERING,127.5,,,,,,
2726,"SNS College of Technology (Autonomous), Coimbatore.",AL,Artificial Intelligence and Machine Learning,160,151,155,144.5,80.5,,
2726,"SNS College of Technology (Autonomous), Coimbatore.",AO,AEROSPACE ENGINEERING,161.5,147,138.5,138.5,,,
2726,"SNS College of Technology (Autonomous), Coimbatore.",AU,AUTOMOBILE ENGINEERING,138.5,118.5,,106.5,,,
2726,"SNS College of Technology (Autonomous), Coimbatore.",BM,BIO MEDICAL ENGINEERING,147.5,135,146.5,130.5,,125,
2726,"SNS College of Technology (Autonomous), Coimbatore.",CE,CIVIL ENGINEERING,123.5,,,,,,
2726,"SNS College of Technology (Autonomous), Coimbatore.",CS,COMPUTER SCIENCE AND ENGINEERING,165.5,156,155,151,108,120,
2726,"SNS College of Technology (Autonomous), Coimbatore.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,159.5,149,143,143.5,,,
2726,"SNS College of Technology (Autonomous), Coimbatore.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,148,143.5,,131.5,,,
2726,"SNS College of Technology (Autonomous), Coimbatore.",FD,FOOD TECHNOLOGY,136.5,112.5,,105,,,
2726,"SNS College of Technology (Autonomous), Coimbatore.",IT,INFORMATION TECHNOLOGY,165,154,149.5,150,108,,
2726,"SNS College of Technology (Autonomous), Coimbatore.",ME,MECHANICAL ENGINEERING,131.5,116,,107.5,,,
2726,"SNS College of Technology (Autonomous), Coimbatore.",MZ,Mechatronics Engineering,150.5,133.5,136.5,131,,,
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Comibatore.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,162.5,152.5,145,143.5,,101,
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Comibatore.",AG,AGRICULTURAL ENGINEERING,142,128,125,,,,99.5
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Comibatore.",AL,Artificial Intelligence and Machine Learning,157,148,146,140.5,,,
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Comibatore.",BM,BIO MEDICAL ENGINEERING,139,126,,111,,,
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Comibatore.",BT,BIO TECHNOLOGY,157.5,146,132,134.5,,,
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Comibatore.",CE,CIVIL ENGINEERING,129.5,,115,102.5,,,
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Comibatore.",CS,COMPUTER SCIENCE AND ENGINEERING,166.5,157,156,147,,,
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Comibatore.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,160.5,151,135,142,,,
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Comibatore.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,147.5,143.5,140.5,138,,,
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Comibatore.",FD,FOOD TECHNOLOGY,139.045,123,,,,,103.5
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Comibatore.",IT,INFORMATION TECHNOLOGY,160,150,135,145.5,,,
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Comibatore.",ME,MECHANICAL ENGINEERING,139,129.5,,117,,,
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Comibatore.",SC,Computer Science and Engineering (Cyber Security),158,147.5,147,140.5,,,
2729,"Nehru Institute of Engineering and Technology, Coimbatore.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,165.5,149,151.5,144,137,,109.5
2729,"Nehru Institute of Engineering and Technology, Coimbatore.",AE,AERONAUTICAL ENGINEERING,152.5,125,149,130.5,121,137,
2729,"Nehru Institute of Engineering and Technology, Coimbatore.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,146,137,144.5,140.5,106.5,97.5,
2729,"Nehru Institute of Engineering and Technology, Coimbatore.",CS,COMPUTER SCIENCE AND ENGINEERING,161,147.5,150,142,139.5,115,123.5
2729,"Nehru Institute of Engineering and Technology, Coimbatore.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,151.5,138.5,134,138,93,94.5,
2729,"Nehru Institute of Engineering and Technology, Coimbatore.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,138.5,130,103,130,,98.5,95.5
2729,"Nehru Institute of Engineering and Technology, Coimbatore.",IT,INFORMATION TECHNOLOGY,158,144.5,151,143.5,134,142.5,
2729,"Nehru Institute of Engineering and Technology, Coimbatore.",ME,MECHANICAL ENGINEERING,117.5,107,91.5,100.5,,,
2729,"Nehru Institute of Engineering and Technology, Coimbatore.",MZ,Mechatronics Engineering,131,120.5,120,113,,,
2731,"R V S College of Engineering and Technology, Sulur, Coimbatore.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,174.5,139.5,155,143.5,115.5,122,
2731,"R V S College of Engineering and Technology, Sulur, Coimbatore.",CS,COMPUTER SCIENCE AND ENGINEERING,176.5,146,128.5,145.5,122.5,107,
2731,"R V S College of Engineering and Technology, Sulur, Coimbatore.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180.5,148.5,126.5,136.5,94,115,144.5
2731,"R V S College of Engineering and Technology, Sulur, Coimbatore.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,128.5,111.5,123,100.5,89,,
2731,"R V S College of Engineering and Technology, Sulur, Coimbatore.",IT,INFORMATION TECHNOLOGY,178.5,167.5,136.5,137.5,126.5,,
2731,"R V S College of Engineering and Technology, Sulur, Coimbatore.",ME,MECHANICAL ENGINEERING,121.5,,,,103.5,,
2731,"R V S College of Engineering and Technology, Sulur, Coimbatore.",PC,PETRO CHEMICAL TECHNOLOGY,120,,,,,,
2734,"SNS College of Engineering (Autonomous), Kurumbapalayam, Coimbatore.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,160,152,147,149,115,118.5,
2734,"SNS College of Engineering (Autonomous), Kurumbapalayam, Coimbatore.",CD,COMPUTER SCIENCE AND DESIGN,154.5,146,130,142,112.5,131,
2734,"SNS College of Engineering (Autonomous), Kurumbapalayam, Coimbatore.",CS,COMPUTER SCIENCE AND ENGINEERING,161.5,152.5,155.5,147.5,106,,
2734,"SNS College of Engineering (Autonomous), Kurumbapalayam, Coimbatore.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,156,148.5,154,143,,,
2734,"SNS College of Engineering (Autonomous), Kurumbapalayam, Coimbatore.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,143,142,133,132.5,96.5,,
2734,"SNS College of Engineering (Autonomous), Kurumbapalayam, Coimbatore.",IT,INFORMATION TECHNOLOGY,160.5,150.5,155,146,101,,
2734,"SNS College of Engineering (Autonomous), Kurumbapalayam, Coimbatore.",ME,MECHANICAL ENGINEERING,129.5,110.5,,104,,,
2734,"SNS College of Engineering (Autonomous), Kurumbapalayam, Coimbatore.",MO,Mechanical and Mechatronics Engineering (Additive Manufacturing),131.5,118,,117.5,,,
2734,"SNS College of Engineering (Autonomous), Kurumbapalayam, Coimbatore.",SB,Computer Science and Engineering (Internet of Things and Cyber Security including Block Chain Technology),159.5,148.5,151.5,143,110,,
2734,"SNS College of Engineering (Autonomous), Kurumbapalayam, Coimbatore.",TS,Computer Science and Technology,155,146.5,145,142,95,,
2735,"Karpagam Institute of Technology, Seerapalayam, Coimbatore.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,176,169.5,166.5,172.5,145,155,
2735,"Karpagam Institute of Technology, Seerapalayam, Coimbatore.",CS,COMPUTER SCIENCE AND ENGINEERING,172,166,170.5,157,130,130,154
2735,"Karpagam Institute of Technology, Seerapalayam, Coimbatore.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,168,159,151.5,149.5,109,125,124.5
2735,"Karpagam Institute of Technology, Seerapalayam, Coimbatore.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,159,154.5,,146.5,117,119.5,
2735,"Karpagam Institute of Technology, Seerapalayam, Coimbatore.",IT,INFORMATION TECHNOLOGY,172,166.5,170.5,166.5,138.5,146.5,
2735,"Karpagam Institute of Technology, Seerapalayam, Coimbatore.",ME,MECHANICAL ENGINEERING,139,121.5,120.5,128,,115.5,
2736,"Dr. N G P Institute of Technology (Autonomous), Coimbatore.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,168.5,157.5,150,151,,,
2736,"Dr. N G P Institute of Technology (Autonomous), Coimbatore.",BM,BIO MEDICAL ENGINEERING,155.5,142,,139.5,106,131,
2736,"Dr. N G P Institute of Technology (Autonomous), Coimbatore.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,161.5,154,141.5,145,,,
2736,"Dr. N G P Institute of Technology (Autonomous), Coimbatore.",CE,CIVIL ENGINEERING,130.5,123.5,,117,,,
2736,"Dr. N G P Institute of Technology (Autonomous), Coimbatore.",CS,COMPUTER SCIENCE AND ENGINEERING,172,165.5,145.5,154.5,103.5,,117.5
2736,"Dr. N G P Institute of Technology (Autonomous), Coimbatore.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,161.5,154,148,143,,99.5,
2736,"Dr. N G P Institute of Technology (Autonomous), Coimbatore.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,152,143.5,130,131,,,
2736,"Dr. N G P Institute of Technology (Autonomous), Coimbatore.",IT,INFORMATION TECHNOLOGY,165,160,142.5,147.5,,132,
2736,"Dr. N G P Institute of Technology (Autonomous), Coimbatore.",ME,MECHANICAL ENGINEERING,142.5,131.5,,109.5,,108,
2736,"Dr. N G P Institute of Technology (Autonomous), Coimbatore.",SC,Computer Science and Engineering (Cyber Security),163,153.5,135.5,142,,,
2739,"Sri Eshwar College of Engineering (Autonomous), Kinathukadavu, Coimbatore.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,182.5,177,176,174,138.5,140.5,
2739,"Sri Eshwar College of Engineering (Autonomous), Kinathukadavu, Coimbatore.",AM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),179.5,176,177,169,140.5,117.5,
2739,"Sri Eshwar College of Engineering (Autonomous), Kinathukadavu, Coimbatore.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEM,180,176,171,168.5,136,121.5,130.5
2739,"Sri Eshwar College of Engineering (Autonomous), Kinathukadavu, Coimbatore.",CO,COMPUTER AND COMMUNICATION ENGINEERING,180,175.5,173.5,168,130.5,135.5,122
2739,"Sri Eshwar College of Engineering (Autonomous), Kinathukadavu, Coimbatore.",CS,COMPUTER SCIENCE AND ENGINEERING,186,179.5,178.5,178,150.5,127.5,169
2739,"Sri Eshwar College of Engineering (Autonomous), Kinathukadavu, Coimbatore.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,180.5,175,170.5,169.5,135,151,
2739,"Sri Eshwar College of Engineering (Autonomous), Kinathukadavu, Coimbatore.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,175,174.5,174.5,163,127.5,143.5,140
2739,"Sri Eshwar College of Engineering (Autonomous), Kinathukadavu, Coimbatore.",IT,INFORMATION TECHNOLOGY,182.5,177.5,181,175,150,137.5,
2739,"Sri Eshwar College of Engineering (Autonomous), Kinathukadavu, Coimbatore.",ME,MECHANICAL ENGINEERING,169.5,162.5,165,155.5,114,111,
2740,"Hindusthan Institute of Technology (Autonomous), Coimbatore.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,179.5,163,166,156,139,143,
2740,"Hindusthan Institute of Technology (Autonomous), Coimbatore.",AE,AERONAUTICAL ENGINEERING,138.5,123.5,131.5,117,,,
2740,"Hindusthan Institute of Technology (Autonomous), Coimbatore.",CS,COMPUTER SCIENCE AND ENGINEERING,157,149.5,142,145.5,94.5,,
2740,"Hindusthan Institute of Technology (Autonomous), Coimbatore.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,150.5,145.5,143.5,138,,,
2740,"Hindusthan Institute of Technology (Autonomous), Coimbatore.",IT,INFORMATION TECHNOLOGY,157,147.5,155.5,142,114.5,,
